,Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Time Coração,Ganhadores 7 acertos,Cidade / UF,Rateio 7 acertos,Ganhadores 6 acertos,Rateio 6 acertos,Ganhadores 5 acertos,Rateio 5 acertos,Ganhadores 4 acertos,Rateio 4 acertos,Ganhadores 3 acertos,Rateio 3 acertos,Ganhadores Time Coração,Rateio Time Coração,Acumulado 7 acertos,Arrecadação Total,Estimativa Prêmio,Observação
107,114,08/05/2010,17,18,44,60,68,77,79,PALMEIRAS/SP,0,,"R$0,00",3,"R$42.387,87",76,"R$1.115,47",2326,"R$6,00",25010,"R$2,00",28981,"R$2,00","R$3.346.739,53","R$1.581.476,00","R$3.500.000,00",
108,115,15/05/2010,3,20,35,49,54,55,72,RIO BRANCO/AC,0,,"R$0,00",8,"R$18.228,42",162,"R$857,30",2951,"R$6,00",30895,"R$2,00",4044,"R$2,00","R$3.541.176,01","R$1.700.000,00","R$3.800.000,00",
109,116,22/05/2010,4,12,24,34,54,62,65,XV PIRACICABA,0,,"R$0,00",0,"R$0,00",160,"R$830,11",3078,"R$6,00",29185,"R$2,00",3989,"R$2,00","R$3.866.582,24","R$1.628.066,00","R$4.000.000,00",
110,117,29/05/2010,10,33,40,51,61,76,79,CRUZEIRO/MG,0,,"R$0,00",2,"R$69.542,28",119,"R$1.113,12",2571,"R$6,00",25512,"R$2,00",23485,"R$2,00","R$4.052.028,32","R$1.686.364,00","R$4.200.000,00",
111,118,05/06/2010,29,30,42,59,60,66,68,INTERNACIONAL/RS,0,,"R$0,00",0,"R$0,00",86,"R$1.100,21",2471,"R$6,00",24942,"R$2,00",27644,"R$2,00","R$4.383.191,59","R$1.730.090,00","R$4.500.000,00",
112,119,12/06/2010,11,19,28,41,44,56,72,SÃO PAULO/SP,0,,"R$0,00",4,"R$39.349,76",208,"R$720,69",4260,"R$6,00",37632,"R$2,00",38559,"R$2,00","R$4.834.289,61","R$2.016.220,00","R$5.000.000,00",
113,120,19/06/2010,1,7,14,44,46,51,73,BRASILIENSE/DF,0,,"R$0,00",5,"R$32.485,04",174,"R$889,02",3429,"R$6,00",33104,"R$2,00",6507,"R$2,00","R$5.050.856,53","R$1.898.368,00","R$5.200.000,00",
114,121,26/06/2010,8,31,35,43,47,67,76,MARÍLIA/SP,0,,"R$0,00",4,"R$42.672,05",172,"R$945,11",3557,"R$6,00",32280,"R$2,00",7976,"R$2,00","R$5.278.440,75","R$1.988.380,00","R$5.500.000,00",
115,122,03/07/2010,48,49,52,64,67,69,70,RIVER/PI,0,,"R$0,00",1,"R$166.664,58",178,"R$891,73",2921,"R$6,00",28571,"R$2,00",8010,"R$2,00","R$5.500.660,18","R$1.922.454,00","R$5.700.000,00",
116,123,10/07/2010,3,17,37,54,56,60,61,BRAGANTINO/SP,0,,"R$0,00",2,"R$85.660,29",165,"R$988,86",3352,"R$6,00",34385,"R$2,00",6467,"R$2,00","R$5.729.087,61","R$1.994.844,00","R$6.000.000,00",
117,124,17/07/2010,1,16,20,43,46,70,71,BARUERI/SP,0,,"R$0,00",4,"R$46.923,42",180,"R$993,08",3431,"R$6,00",34033,"R$2,00",7307,"R$2,00","R$6.265.609,93","R$2.167.490,00","R$6.500.000,00",
118,125,21/07/2010,5,19,25,41,56,69,72,BARUERI/SP,0,,"R$0,00",4,"R$11.902,90",112,"R$607,29",1915,"R$6,00",16733,"R$2,00",2803,"R$5,00","R$6.384.638,87","R$867.508,00","R$6.500.000,00",
119,126,24/07/2010,16,17,23,30,37,64,72,CORITIBA/PR,0,,"R$0,00",5,"R$20.268,06",134,"R$1.080,38",2928,"R$6,00",29886,"R$2,00",10822,"R$5,00","R$6.637.989,61","R$1.859.368,00","R$6.800.000,00",
120,127,28/07/2010,1,9,19,35,48,78,79,INTERNACIONAL/RS,0,,"R$0,00",0,"R$0,00",122,"R$573,44",2069,"R$6,00",20197,"R$2,00",18621,"R$5,00","R$6.809.391,40","R$1.077.636,00","R$7.000.000,00",
121,128,31/07/2010,8,16,20,27,38,70,78,INTER LIMEIRA/SP,0,,"R$0,00",2,"R$56.557,51",195,"R$828,68",3528,"R$6,00",34390,"R$2,00",8014,"R$5,00","R$7.092.178,91","R$2.039.092,00","R$7.300.000,00",
122,129,04/08/2010,8,10,22,28,55,69,70,FORTALEZA/CE,0,,"R$0,00",4,"R$17.383,76",136,"R$730,40",2784,"R$6,00",26253,"R$2,00",12587,"R$5,00","R$7.456.303,40","R$1.367.008,00","R$7.600.000,00",
123,130,07/08/2010,12,30,45,51,57,68,76,ATLÉTICO/GO,0,,"R$0,00",7,"R$17.285,06",180,"R$960,28",3582,"R$6,00",34888,"R$2,00",9528,"R$5,00","R$7.758.791,82","R$2.180.784,00","R$7.800.000,00",
124,131,11/08/2010,4,11,24,39,40,41,42,U BARBARENSE,0,,"R$0,00",3,"R$27.579,44",181,"R$653,02",3206,"R$6,00",26792,"R$2,00",3364,"R$5,00","R$7.965.637,61","R$1.479.626,00","R$8.200.000,00",
125,132,14/08/2010,19,26,36,39,66,71,78,INTERNACIONAL/RS,0,,"R$0,00",3,"R$33.563,56",157,"R$916,20",3130,"R$6,00",33319,"R$2,00",35665,"R$5,00","R$8.217.364,27","R$2.136.874,00","R$8.400.000,00",
126,133,18/08/2010,4,14,20,26,52,62,66,FLUMINENSE/RJ,0,,"R$0,00",2,"R$37.230,74",109,"R$975,90",2484,"R$6,00",25897,"R$2,00",21103,"R$5,00","R$8.403.517,93","R$1.530.610,00","R$8.600.000,00",
127,134,21/08/2010,2,4,49,51,60,75,78,NACIONAL/AM,0,,"R$0,00",2,"R$60.763,32",197,"R$881,26",3559,"R$6,00",35396,"R$2,00",6117,"R$5,00","R$8.957.540,76","R$2.153.866,00","R$9.100.000,00",
128,135,25/08/2010,8,9,23,49,55,58,62,JUVENTUS/SP,0,,"R$0,00",5,"R$17.955,75",194,"R$661,10",3295,"R$6,00",31719,"R$2,00",6067,"R$5,00","R$9.181.987,54","R$1.640.912,00","R$9.400.000,00",
129,136,28/08/2010,3,11,13,22,36,41,52,OPERARIO/MS,0,,"R$0,00",7,"R$17.323,02",197,"R$879,34",4515,"R$6,00",42069,"R$2,00",6559,"R$5,00","R$9.485.140,32","R$2.196.030,00","R$9.700.000,00",
130,137,01/09/2010,15,26,32,50,58,70,71,MIXTO/MT,0,,"R$0,00",1,"R$99.996,12",108,"R$1.322,70",2535,"R$6,00",25923,"R$2,00",6745,"R$5,00","R$9.735.130,63","R$1.771.824,00","R$10.000.000,00",
131,138,04/09/2010,17,18,33,34,40,60,71,TREZE/PB,0,,"R$0,00",4,"R$32.996,91",185,"R$1.019,20",3985,"R$6,00",39657,"R$2,00",12630,"R$5,00","R$10.065.099,71","R$2.411.180,00","R$10.200.000,00",
132,139,08/09/2010,1,11,27,31,35,44,61,RIO BRANCO/AC,0,,"R$0,00",5,"R$22.484,51",161,"R$997,53",3239,"R$6,00",32005,"R$2,00",5385,"R$5,00","R$10.623.879,11","R$1.985.624,00","R$10.800.000,00",
133,140,11/09/2010,25,26,27,36,47,66,74,BANGU/RJ,0,,"R$0,00",6,"R$29.987,29",233,"R$1.103,14",5069,"R$6,00",51290,"R$2,00",14591,"R$5,00","R$11.073.688,44","R$3.241.562,00","R$11.300.000,00",
134,141,15/09/2010,21,26,47,55,62,63,72,CRUZEIRO/MG,1,AMERICANA/SP,"R$11.414.871,45",2,"R$68.236,61",241,"R$808,96",4423,"R$6,00",41709,"R$2,00",35450,"R$5,00","R$0,00","R$2.743.510,00","R$150.000,00",
135,142,18/09/2010,40,55,61,65,76,79,80,SANTO ANDRÉ/SP,0,,"R$0,00",2,"R$40.629,19",92,"R$1.261,77",1683,"R$6,00",18576,"R$2,00",4879,"R$5,00","R$203.145,94","R$1.417.526,00","R$300.000,00",
136,143,22/09/2010,1,4,5,26,60,61,62,ITUANO/SP,0,,"R$0,00",3,"R$17.232,44",97,"R$761,37",1746,"R$6,00",16881,"R$2,00",3946,"R$5,00","R$332.389,19","R$941.814,00","R$450.000,00",
137,144,25/09/2010,12,31,32,61,70,75,80,SÃO RAIMUNDO/AM,0,,"R$0,00",1,"R$69.386,77",62,"R$1.119,14",1436,"R$6,00",16143,"R$2,00",3317,"R$5,00","R$765.225,82","R$1.202.406,00","R$900.000,00",
138,145,29/09/2010,2,35,55,65,67,74,75,ATLÉTICO/GO,0,,"R$0,00",1,"R$52.501,68",70,"R$1.071,46",1313,"R$6,00",13106,"R$2,00",3521,"R$5,00","R$896.480,04","R$927.624,00","R$1.000.000,00",
139,146,02/10/2010,15,27,43,46,53,56,79,SANTO ANDRÉ/SP,0,,"R$0,00",2,"R$35.100,44",111,"R$903,48",2305,"R$6,00",21738,"R$2,00",3995,"R$5,00","R$1.071.982,24","R$1.258.078,00","R$1.200.000,00",
140,147,06/10/2010,12,49,61,69,70,76,78,SERGIPE/SE,0,,"R$0,00",3,"R$18.388,45",50,"R$1.103,31",1405,"R$6,00",13900,"R$2,00",2795,"R$5,00","R$1.209.895,60","R$965.746,00","R$1.350.000,00",
141,148,09/10/2010,27,30,39,49,70,73,78,RIO BRANCO/ES,0,,"R$0,00",2,"R$37.894,77",85,"R$1.273,77",1725,"R$6,00",18606,"R$2,00",3733,"R$5,00","R$1.399.369,46","R$1.320.828,00","R$1.500.000,00",
142,149,13/10/2010,13,15,29,46,61,62,63,SÃO RAIMUNDO/AM,0,,"R$0,00",0,"R$0,00",66,"R$1.082,63",1406,"R$6,00",14407,"R$2,00",2584,"R$5,00","R$1.726.269,13","R$885.738,00","R$1.850.000,00",
143,150,16/10/2010,8,10,17,40,61,63,79,RORAIMA/RR,0,,"R$0,00",3,"R$25.559,83",95,"R$1.153,07",2268,"R$6,00",22562,"R$2,00",3315,"R$5,00","R$1.917.967,83","R$1.354.386,00","R$2.000.000,00",
144,151,20/10/2010,1,41,45,47,62,65,79,JUVENTUDE/RS,0,,"R$0,00",3,"R$18.283,33",57,"R$1.374,68",1450,"R$6,00",14982,"R$2,00",5564,"R$5,00","R$2.055.092,74","R$996.238,00","R$2.100.000,00",
145,152,23/10/2010,2,8,16,20,27,51,65,BOTAFOGO/RJ,0,,"R$0,00",4,"R$16.154,99",158,"R$584,26",2727,"R$6,00",23964,"R$2,00",19628,"R$5,00","R$2.216.642,61","R$1.356.524,00","R$2.300.000,00",
146,153,27/10/2010,3,10,15,20,46,57,80,SÃO  CAETANO/SP,0,,"R$0,00",2,"R$28.373,63",147,"R$551,47",2788,"R$6,00",23709,"R$2,00",3737,"R$5,00","R$2.358.510,75","R$1.061.236,00","R$2.500.000,00",
147,154,30/10/2010,1,6,14,19,22,36,52,PALMAS/TO,0,,"R$0,00",6,"R$13.088,28",249,"R$450,54",3434,"R$6,00",28668,"R$2,00",4877,"R$5,00","R$2.720.548,02","R$1.441.850,00","R$2.800.000,00",
148,155,03/11/2010,21,23,28,48,55,67,71,CSA/AL,0,,"R$0,00",0,"R$0,00",73,"R$1.122,46",1724,"R$6,00",17350,"R$2,00",2883,"R$5,00","R$2.921.301,28","R$1.019.912,00","R$3.000.000,00",
149,156,06/11/2010,19,27,49,50,69,70,77,SANTO ANDRÉ/SP,0,,"R$0,00",4,"R$21.803,70",172,"R$724,37",3037,"R$6,00",28583,"R$2,00",5587,"R$5,00","R$3.139.338,23","R$1.578.882,00","R$3.300.000,00",
150,157,10/11/2010,26,29,54,63,67,73,78,AMERICANO/RJ,0,,"R$0,00",2,"R$34.547,39",97,"R$1.017,59",1911,"R$6,00",18552,"R$2,00",3460,"R$5,00","R$3.312.075,18","R$1.216.096,00","R$3.500.000,00",
151,158,13/11/2010,9,19,26,28,30,35,53,RORAIMA/RR,0,,"R$0,00",4,"R$21.410,60",179,"R$683,49",3491,"R$6,00",30315,"R$2,00",3834,"R$5,00","R$3.526.181,19","R$1.548.864,00","R$3.700.000,00",
152,159,17/11/2010,2,12,28,29,56,70,76,BRASILIENSE/DF,0,,"R$0,00",1,"R$66.679,15",79,"R$1.205,77",1836,"R$6,00",19222,"R$2,00",3827,"R$5,00","R$3.875.873,66","R$1.184.510,00","R$4.000.000,00",
153,160,20/11/2010,7,16,34,35,45,55,71,FLAMENGO/RJ,0,,"R$0,00",4,"R$14.812,49",86,"R$984,21",2529,"R$6,00",26035,"R$2,00",44987,"R$5,00","R$4.023.998,54","R$1.555.202,00","R$4.200.000,00",
154,161,24/11/2010,47,52,55,56,59,70,80,FIGUEIRENSE/SC,0,,"R$0,00",1,"R$71.601,66",87,"R$1.175,72",2399,"R$6,00",22019,"R$2,00",4739,"R$5,00","R$4.203.002,69","R$1.290.364,00","R$4.400.000,00",
155,162,27/11/2010,10,23,34,44,47,50,72,PALMEIRAS/SP,0,,"R$0,00",4,"R$18.889,68",140,"R$771,00",2722,"R$6,00",28348,"R$2,00",28101,"R$5,00","R$4.391.899,45","R$1.637.474,00","R$4.500.000,00",
156,163,01/12/2010,22,23,27,51,62,77,80,SANTA CRUZ/PE,0,,"R$0,00",3,"R$24.704,43",104,"R$1.018,03",2256,"R$6,00",22936,"R$2,00",7430,"R$5,00","R$4.577.182,65","R$1.360.736,00","R$4.900.000,00",
157,164,04/12/2010,7,10,31,33,36,49,63,CSA/AL,0,,"R$0,00",12,"R$8.130,78",232,"R$600,79",3758,"R$6,00",34085,"R$2,00",4684,"R$5,00","R$5.010.152,52","R$1.763.178,00","R$5.200.000,00",
158,165,08/12/2010,13,31,39,45,62,67,80,PONTE PRETA/SP,0,,"R$0,00",7,"R$12.058,09",160,"R$753,63",2696,"R$6,00",25871,"R$2,00",6707,"R$5,00","R$5.221.169,10","R$1.531.212,00","R$5.400.000,00",
159,166,11/12/2010,4,48,51,53,71,72,75,REMO/PA,0,,"R$0,00",4,"R$26.928,76",152,"R$1.012,35",3321,"R$6,00",32881,"R$2,00",8388,"R$5,00","R$5.490.456,70","R$1.950.046,00","R$5.700.000,00",
160,167,15/12/2010,8,10,24,29,30,40,59,PARANÁ/PR,0,,"R$0,00",4,"R$20.903,61",165,"R$723,93",2866,"R$6,00",28330,"R$2,00",5270,"R$5,00","R$5.699.492,80","R$1.516.200,00","R$5.900.000,00",
161,168,18/12/2010,4,15,20,31,47,74,79,TREZE/PB,0,,"R$0,00",6,"R$17.132,02",191,"R$768,82",3318,"R$6,00",32327,"R$2,00",9385,"R$5,00","R$5.956.473,07","R$1.881.992,00","R$6.150.000,00",
162,169,22/12/2010,12,23,24,39,51,63,66,SAMPAIO CORRÊA/MA,0,,"R$0,00",3,"R$29.482,70",123,"R$1.027,27",2641,"R$6,00",26797,"R$2,00",4777,"R$5,00","R$6.411.081,47","R$1.576.298,00","R$6.600.000,00",
163,170,24/12/2010,11,20,27,51,55,56,64,LONDRINA/PR,0,,"R$0,00",1,"R$75.306,32",102,"R$1.054,71",2348,"R$6,00",23806,"R$2,00",6296,"R$5,00","R$6.599.347,27","R$1.371.918,00","R$6.750.000,00",
164,171,29/12/2010,9,23,26,35,55,64,71,SANTA CRUZ/PE,0,,"R$0,00",6,"R$17.655,99",191,"R$792,34",3685,"R$6,00",35134,"R$2,00",9189,"R$5,00","R$6.864.187,09","R$1.945.670,00","R$6.900.000,00",
165,172,31/12/2010,12,13,26,32,47,57,74,SANTO ANDRÉ/SP,1,GOIÂNIA/GO,"R$7.116.006,91",3,"R$33.575,98",147,"R$978,89",3223,"R$6,00",31636,"R$2,00",4387,"R$5,00","R$0,00","R$1.791.370,00","R$150.000,00",
166,173,05/01/2011,6,10,34,59,68,70,74,TREZE/PB,0,,"R$0,00",1,"R$44.138,89",42,"R$1.050,93",1158,"R$6,00",12357,"R$2,00",4047,"R$5,00","R$110.347,22","R$798.206,00","R$230.000,00",
167,174,08/01/2011,1,3,4,14,24,35,48,PAYSANDU/PA,0,,"R$0,00",2,"R$27.139,60",140,"R$553,86",2357,"R$6,00",21025,"R$2,00",3842,"R$5,00","R$436.239,35","R$1.006.762,00","R$550.000,00",
168,175,12/01/2011,5,13,30,32,59,66,67,XV PIRACICABA,0,,"R$0,00",1,"R$47.684,80",68,"R$1.001,78",1315,"R$6,00",13774,"R$2,00",1888,"R$5,00","R$555.451,33","R$838.008,00","R$650.000,00",
169,177,19/01/2011,12,25,30,34,59,62,80,RORAIMA/RR,0,,"R$0,00",1,"R$48.746,46",103,"R$676,09",1660,"R$6,00",15944,"R$2,00",2196,"R$5,00","R$825.830,44","R$871.776,00","R$900.000,00",
170,178,22/01/2011,11,27,39,50,71,72,80,IPATINGA/MG,0,,"R$0,00",2,"R$30.192,46",95,"R$908,04",1849,"R$6,00",18673,"R$2,00",4480,"R$5,00","R$976.792,73","R$1.091.654,00","R$1.100.000,00",
171,179,26/01/2011,1,38,51,60,63,68,69,MIXTO/MT,0,,"R$0,00",0,"R$0,00",53,"R$1.344,97",1139,"R$6,00",12394,"R$2,00",3702,"R$5,00","R$1.284.498,46","R$883.808,00","R$1.450.000,00",
172,180,29/01/2011,16,32,35,36,56,73,74,BOTAFOGO/RJ,0,,"R$0,00",1,"R$50.483,30",87,"R$828,95",1589,"R$6,00",15864,"R$2,00",13786,"R$5,00","R$1.410.706,71","R$1.023.450,00","R$1.500.000,00",
173,181,02/02/2011,6,15,32,33,54,63,80,RIVER/PI,0,,"R$0,00",1,"R$53.776,36",73,"R$1.052,37",1658,"R$6,00",17116,"R$2,00",3919,"R$5,00","R$1.545.147,62","R$973.678,00","R$1.650.000,00",
174,182,05/02/2011,2,3,30,37,51,57,61,UNIÃO SÃO JOÃO/SP,0,,"R$0,00",1,"R$72.135,09",74,"R$1.392,56",1901,"R$6,00",19768,"R$2,00",3630,"R$5,00","R$1.725.485,33","R$1.270.310,00","R$1.900.000,00",
175,183,09/02/2011,16,24,32,36,39,51,71,MOTO CLUBE/MA,0,,"R$0,00",0,"R$0,00",102,"R$807,67",1919,"R$6,00",17770,"R$2,00",4938,"R$5,00","R$1.927.324,44","R$1.051.436,00","R$2.100.000,00",
176,184,12/02/2011,25,36,48,55,59,62,74,NACIONAL/AM,0,,"R$0,00",5,"R$14.570,15",158,"R$658,68",2505,"R$6,00",22688,"R$2,00",4105,"R$5,00","R$2.262.908,27","R$1.307.160,00","R$2.450.000,00",
177,185,16/02/2011,7,26,41,45,50,59,62,PAULISTA/SP,0,,"R$0,00",2,"R$31.366,19",91,"R$984,80",1656,"R$6,00",17376,"R$2,00",2623,"R$5,00","R$2.419.739,23","R$1.099.764,00","R$2.500.000,00",
178,186,19/02/2011,13,29,30,31,34,55,75,AMÉRICA/RJ,0,,"R$0,00",3,"R$24.876,11",120,"R$888,43",2712,"R$6,00",24709,"R$2,00",5137,"R$5,00","R$2.606.310,00","R$1.357.466,00","R$2.700.000,00",
179,187,23/02/2011,7,11,30,61,76,77,80,AMÉRICA/RJ,0,,"R$0,00",4,"R$15.716,87",107,"R$839,35",2078,"R$6,00",19301,"R$2,00",4261,"R$5,00","R$2.763.478,69","R$1.133.540,00","R$2.900.000,00",
180,188,26/02/2011,27,28,29,73,77,78,79,SÃO PAULO/SP,0,,"R$0,00",7,"R$9.684,21",168,"R$576,44",2631,"R$6,00",23221,"R$2,00",25289,"R$5,00","R$2.932.952,33","R$1.462.790,00","R$3.000.000,00",
181,189,02/03/2011,12,17,20,27,31,35,53,A B C/RN,0,,"R$0,00",5,"R$13.198,87",139,"R$678,25",2761,"R$6,00",24861,"R$2,00",10733,"R$5,00","R$3.264.944,15","R$1.285.524,00","R$3.400.000,00",
182,190,05/03/2011,4,23,65,68,70,71,73,FIGUEIRENSE/SC,0,,"R$0,00",1,"R$97.080,48",150,"R$924,57",2768,"R$6,00",27010,"R$2,00",6539,"R$5,00","R$3.507.645,33","R$1.732.076,00","R$3.700.000,00",
183,191,09/03/2011,24,27,33,34,41,42,79,SANTO ANDRÉ/SP,0,,"R$0,00",2,"R$26.705,75",55,"R$1.387,31",1524,"R$6,00",15892,"R$2,00",3741,"R$5,00","R$3.641.174,07","R$959.008,00","R$3.800.000,00",
184,192,12/03/2011,7,14,27,28,38,67,71,MOTO CLUBE/MA,0,,"R$0,00",4,"R$22.804,03",142,"R$917,66",2861,"R$6,00",27894,"R$2,00",6326,"R$5,00","R$3.869.214,39","R$1.643.756,00","R$4.000.000,00",
185,193,16/03/2011,13,14,27,31,45,68,75,SÃO CAETANO/SP,0,,"R$0,00",3,"R$25.270,90",145,"R$746,92",2822,"R$6,00",25732,"R$2,00",5257,"R$5,00","R$4.058.746,12","R$1.383.044,00","R$4.200.000,00",
186,194,19/03/2011,8,24,33,45,61,63,72,MARÍLIA/SP,0,,"R$0,00",2,"R$45.522,80",147,"R$884,79",2835,"R$6,00",27542,"R$2,00",7057,"R$5,00","R$4.490.643,32","R$1.647.184,00","R$4.600.000,00",
187,195,23/03/2011,8,13,21,40,52,53,62,NACIONAL/AM,0,,"R$0,00",3,"R$27.727,21",94,"R$1.264,15",2094,"R$6,00",23493,"R$2,00",4535,"R$5,00","R$4.698.597,36","R$1.470.390,00","R$4.800.000,00",
188,196,26/03/2011,5,11,24,41,67,70,78,GRÊMIO/RS,0,,"R$0,00",3,"R$25.284,54",121,"R$895,55",2486,"R$6,00",25847,"R$2,00",30924,"R$5,00","R$4.888.231,41","R$1.658.786,00","R$5.000.000,00",
189,197,30/03/2011,4,11,16,24,55,66,79,JUVENTUDE/RS,0,,"R$0,00",8,"R$9.918,61",146,"R$776,40",2949,"R$6,00",27797,"R$2,00",8741,"R$5,00","R$5.086.603,60","R$1.486.458,00","R$5.200.000,00",
190,198,02/04/2011,8,30,37,45,54,64,69,MOTO CLUBE/MA,0,,"R$0,00",4,"R$26.963,08",154,"R$1.000,48",3028,"R$6,00",30582,"R$2,00",7325,"R$5,00","R$5.356.234,41","R$1.926.806,00","R$5.500.000,00",
191,199,06/04/2011,16,17,46,47,56,57,60,REMO/PA,0,,"R$0,00",2,"R$47.303,55",129,"R$1.047,69",2350,"R$6,00",25166,"R$2,00",7652,"R$5,00","R$5.813.173,99","R$1.692.298,00","R$6.000.000,00",
192,200,09/04/2011,9,23,27,31,36,75,79,BRASILIENSE/DF,0,,"R$0,00",4,"R$27.065,85",216,"R$716,02",3990,"R$6,00",36515,"R$2,00",6542,"R$5,00","R$6.083.832,53","R$1.963.022,00","R$6.300.000,00",
193,201,13/04/2011,3,27,30,37,40,50,78,ATLÉTICO/MG,0,,"R$0,00",2,"R$43.834,31",129,"R$970,85",2663,"R$6,00",27269,"R$2,00",19707,"R$5,00","R$6.303.004,05","R$1.728.816,00","R$6.500.000,00",
194,202,16/04/2011,25,41,60,65,67,73,76,AMERICANO/RJ,0,,"R$0,00",2,"R$57.328,06",135,"R$1.213,29",2879,"R$6,00",29075,"R$2,00",5831,"R$5,00","R$6.589.644,32","R$2.007.720,00","R$6.800.000,00",
195,203,20/04/2011,8,19,61,65,67,73,77,AMÉRICA/RJ,1,RECIFE/PE,"R$6.838.528,20",5,"R$19.910,71",133,"R$1.069,31",2913,"R$6,00",29130,"R$2,00",6773,"R$5,00","R$0,00","R$1.784.130,00","R$100.000,00",
196,204,23/04/2011,21,25,36,44,45,67,78,VASCO DA GAMA/RJ,0,,"R$0,00",2,"R$17.069,67",53,"R$920,19",1017,"R$6,00",11417,"R$2,00",11111,"R$5,00","R$307.488,86","R$713.790,00","R$400.000,00",
197,205,27/04/2011,18,21,29,33,35,41,66,GOIÁS/GO,0,,"R$0,00",3,"R$15.898,99",67,"R$1.016,99",1279,"R$6,00",13100,"R$2,00",6726,"R$5,00","R$426.731,29","R$887.384,00","R$500.000,00",
198,206,30/04/2011,2,11,30,36,66,71,77,BRAGANTINO/SP,0,,"R$0,00",1,"R$62.477,20",80,"R$1.115,66",1728,"R$6,00",18092,"R$2,00",3495,"R$5,00","R$582.924,29","R$1.109.332,00","R$700.000,00",
199,207,04/05/2011,19,39,55,57,59,61,67,P.  DESPORTOS/SP,0,,"R$0,00",1,"R$53.690,09",85,"R$902,35",1561,"R$6,00",16179,"R$2,00",4150,"R$5,00","R$717.149,50","R$969.510,00","R$800.000,00",
200,208,07/05/2011,4,7,11,12,13,15,70,BOTAFOGO/PB,0,,"R$0,00",11,"R$5.733,96",311,"R$289,72",3921,"R$6,00",27575,"R$2,00",4758,"R$5,00","R$874.833,52","R$1.202.156,00","R$1.000.000,00",
201,209,11/05/2011,10,33,47,54,67,73,77,JOINVILLE/SC,0,,"R$0,00",2,"R$27.450,88",120,"R$653,59",2162,"R$6,00",19937,"R$2,00",4625,"R$5,00","R$1.153.007,72","R$1.017.666,00","R$1.300.000,00",.
202,210,14/05/2011,17,26,38,51,52,60,61,VILLA NOVA/MG,0,,"R$0,00",1,"R$73.383,64",95,"R$1.103,51",1798,"R$6,00",18408,"R$2,00",2709,"R$5,00","R$1.336.466,80","R$1.272.430,00","R$1.500.000,00",
203,211,18/05/2011,5,23,26,32,36,39,56,FLAMENGO/RJ,0,,"R$0,00",3,"R$12.390,89",121,"R$438,87",2103,"R$6,00",19345,"R$2,00",32489,"R$5,00","R$1.429.398,51","R$1.041.896,00","R$1.600.000,00",
204,212,21/05/2011,13,19,22,35,43,49,51,NACIONAL/AM,0,,"R$0,00",7,"R$10.015,91",226,"R$443,18",3169,"R$6,00",26714,"R$2,00",3810,"R$5,00","R$1.604.677,01","R$1.287.582,00","R$1.700.000,00",
205,213,25/05/2011,6,12,14,23,28,35,52,UNIÃO SÃO JOÃO/SP,0,,"R$0,00",6,"R$10.052,07",164,"R$525,36",2661,"R$6,00",21901,"R$2,00",2486,"R$5,00","R$1.755.457,99","R$1.093.480,00","R$1.900.000,00",
206,214,28/05/2011,6,12,17,56,66,70,71,SANTO ANDRÉ/SP,0,,"R$0,00",5,"R$14.555,24",107,"R$971,64",2022,"R$6,00",20991,"R$2,00",4915,"R$5,00","R$2.094.276,61","R$1.301.128,00","R$2.200.000,00",
207,215,01/06/2011,1,4,17,42,48,50,78,GAMA/DF,0,,"R$0,00",4,"R$15.605,54",104,"R$857,44",1926,"R$6,00",20160,"R$2,00",5129,"R$5,00","R$2.250.331,99","R$1.137.812,00","R$2.400.000,00",
208,216,04/06/2011,4,9,15,41,55,57,65,RIO BRANCO/ES,0,,"R$0,00",2,"R$39.377,39",130,"R$865,43",2463,"R$6,00",25020,"R$2,00",3711,"R$5,00","R$2.447.218,95","R$1.404.146,00","R$2.600.000,00",
209,217,08/06/2011,4,13,21,31,48,57,72,CORINTHIANS/SP,0,,"R$0,00",3,"R$16.213,90",95,"R$731,45",2216,"R$6,00",20620,"R$2,00",26937,"R$5,00","R$2.568.823,21","R$1.166.656,00","R$2.700.000,00",
210,218,11/06/2011,2,20,28,32,48,60,74,JUVENTUDE/RS,0,,"R$0,00",0,"R$0,00",93,"R$1.213,68",2351,"R$6,00",22254,"R$2,00",7551,"R$5,00","R$2.845.362,00","R$1.436.378,00","R$3.000.000,00",
211,219,15/06/2011,19,35,42,45,54,60,65,CRICIÚMA/SC,0,,"R$0,00",2,"R$34.823,49",101,"R$985,10",2150,"R$6,00",21253,"R$2,00",4245,"R$5,00","R$3.188.717,84","R$1.248.064,00","R$3.300.000,00",
212,220,18/06/2011,5,9,23,25,28,32,65,SERGIPE/SE,0,,"R$0,00",3,"R$25.975,04",197,"R$565,08",3617,"R$6,00",30003,"R$2,00",4897,"R$5,00","R$3.383.530,68","R$1.440.872,00","R$3.500.000,00",
213,221,22/06/2011,6,34,38,44,59,74,79,TREZE/PB,0,,"R$0,00",3,"R$23.127,19",89,"R$1.113,66",1977,"R$6,00",19080,"R$2,00",6876,"R$5,00","R$3.556.984,58","R$1.260.836,00","R$3.700.000,00",
